id,image,centers
00fb231aafb63342b4f5ef22,frames/00fb231aafb63342b4f5ef22.png,"[[0.66462,0.708692],[0.480739,0.3706],[0.492074,0.482551],[0.578974,0.267606],[0.721292,0.630326],[0.388799,0.782579],[0.286784,0.66615],[0.602906,0.858706],[0.374945,0.187001],[0.662099,0.601219]]"
0120de735f8c10f2d9b7993b,frames/0120de735f8c10f2d9b7993b.png,"[[0.140749,0.480764],[0.235816,0.174636],[0.66631,0.044444],[0.626848,0.858642],[0.573037,0.718333],[0.764068,0.434526],[0.11205,0.955556],[0.668104,0.126803],[0.295009,0.359589],[0.536265,0.044444],[0.76048,0.278274],[0.435816,0.635422],[0.590077,0.160286],[0.825055,0.214496],[0.170346,0.142747],[0.736265,0.225657],[0.810703,0.589185],[0.669001,0.928796]]"
012de59441c6b46f6c73a64a,frames/012de59441c6b46f6c73a64a.png,"[[0.291422,0.644989],[0.571243,0.372343],[0.508463,0.125209],[0.728193,0.676878],[0.73502,0.424343],[0.85075,0.282893],[0.764965,0.45366],[0.758528,0.061072],[0.636466,0.292538],[0.751512,0.086943],[0.361377,0.149125],[0.356893,0.786893],[0.65102,0.520678],[0.624041,0.728512],[0.37214,0.633829],[0.378417,0.769354],[0.428641,0.314944],[0.672588,0.247979],[0.494113,0.657744],[0.444785,0.857047],[0.272588,0.514247],[0.399045,0.924012],[0.573934,0.303783],[0.472588,0.761382],[0.481556,0.428149],[0.405323,0.710361],[0.396355,0.818781],[0.369449,0.534975],[0.45196,0.287839],[0.444785,0.680067],[0.399942,0.401043],[0.426702,0.737785],[0.452923,0.610801],[0.495418,0.888881],[0.467389,0.943532],[0.754007,0.929065],[0.452018,0.393803],[0.518926,0.955556],[0.427605,0.955556]]"
015207a2e02105dc21714c8d,frames/015207a2e02105dc21714c8d.png,"[[0.037913,0.424343],[0.080409,0.578653],[0.168112,0.488639],[0.093971,0.867983],[0.258528,0.255567],[0.271186,0.339151],[0.273898,0.496676],[0.216937,0.615624],[0.327245,0.458099],[0.297407,0.393803],[0.355099,0.3277],[0.313682,0.422736],[0.394152,0.483817],[0.321019,0.557296],[0.314741,0.625857],[0.486041,0.523814],[0.411602,0.694417],[0.553305,0.590779],[0.569449,0.458442],[0.610246,0.610801],[0.629234,0.472565],[0.607117,0.635422],[0.582902,0.73906],[0.687099,0.742607],[0.674382,0.517436],[0.691422,0.386693],[0.870797,0.595562],[0.937555,0.368085],[0.958687,0.522219],[0.896805,0.412204]]"
015d384ff8e348d8cc96abee,frames/015d384ff8e348d8cc96abee.png,"[[0.489628,0.885747],[0.770346,0.908068],[0.975,0.606724],[0.597252,0.458442],[0.903977,0.6705],[0.960477,0.483953],[0.808914,0.299],[0.446579,0.345239],[0.025,0.495114],[0.242991,0.743843],[0.84568,0.621074],[0.590077,0.203335],[0.025,0.761382],[0.318328,0.153908],[0.472588,0.267112],[0.690525,0.098103],[0.442991,0.491925]]"
01687eed1bd3d477f2e446db,frames/01687eed1bd3d477f2e446db.png,"[[0.358687,0.735871],[0.434023,0.295811],[0.729987,0.673689],[0.744966,0.421128],[0.801023,0.237886],[0.771243,0.464819],[0.779323,0.053035],[0.565942,0.051428],[0.852859,0.091726],[0.242991,0.232035],[0.622243,0.509488],[0.368552,0.416988],[0.379314,0.322917],[0.210705,0.461631],[0.115638,0.606724],[0.306669,0.442499],[0.405906,0.700815],[0.624712,0.369692],[0.851656,0.715282],[0.146412,0.937101],[0.354369,0.540075],[0.534297,0.435594],[0.622,0.371299],[0.573176,0.376121],[0.425798,0.712067],[0.424158,0.466414],[0.422364,0.544542],[0.444785,0.673689],[0.861828,0.955556],[0.460929,0.405826],[0.460032,0.777326],[0.474382,0.348428],[0.575727,0.565268],[0.405323,0.397854],[0.387386,0.624262],[0.571243,0.044444],[0.479762,0.501492],[0.425055,0.334078],[0.475279,0.412204]]"
01f1bef0aff22afe3dcebbfe,frames/01f1bef0aff22afe3dcebbfe.png,"[[0.595349,0.630326],[0.480739,0.372839],[0.495853,0.473594],[0.573938,0.276561],[0.648245,0.737798],[0.353535,0.778101],[0.572677,0.717647],[0.538673,0.80273],[0.36487,0.887813],[0.650766,0.670628]]"
0209ccb52fbbf573e688bf1c,frames/0209ccb52fbbf573e688bf1c.png,"[[0.66362,0.57324],[0.856445,0.716739],[0.460032,0.774138],[0.716534,0.534975],[0.551512,0.72471],[0.43761,0.283056],[0.280659,0.506275],[0.469001,0.466414],[0.459135,0.681661],[0.782902,0.276679],[0.267207,0.644989],[0.805323,0.60194],[0.058238,0.802838],[0.422364,0.542947]]"
0252fd22b37f1785d202b30f,frames/0252fd22b37f1785d202b30f.png,"[[0.17483,0.362778],[0.299494,0.678472],[0.279762,0.839508],[0.605323,0.337267],[0.672588,0.262329],[0.031332,0.554107],[0.703978,0.6992],[0.540749,0.562079],[0.788366,0.605979],[0.624712,0.416307],[0.409523,0.723318],[0.49813,0.398625],[0.468293,0.104472],[0.704875,0.173041],[0.246579,0.420176],[0.624158,0.153908],[0.375727,0.79646],[0.40353,0.158691],[0.20353,0.716739],[0.382005,0.434526],[0.478866,0.354806],[0.025,0.42496],[0.517431,0.110859]]"
02a97641307d7f39460bcf66,frames/02a97641307d7f39460bcf66.png,"[[0.578974,0.650477],[0.481998,0.366122],[0.498371,0.478073],[0.573938,0.276561],[0.660839,0.722125],[0.306935,0.737798],[0.605422,0.80273],[0.542452,0.867661],[0.3422,0.843032],[0.663359,0.652716]]"
02aa57422ad5436904101783,frames/02aa57422ad5436904101783.png,"[[0.790173,0.77154],[0.199942,0.955556],[0.042095,0.654556],[0.190973,0.609912],[0.084247,0.71355],[0.866312,0.603535],[0.14613,0.72471],[0.697045,0.475779],[0.617479,0.464528],[0.112947,0.469603],[0.565862,0.710361],[0.958687,0.657744],[0.785592,0.617885],[0.65196,0.509464],[0.481556,0.555701],[0.158687,0.565268],[0.944336,0.378721],[0.478866,0.219279],[0.493216,0.420176],[0.523709,0.522219],[0.711153,0.648178],[0.582005,0.589185],[0.590973,0.461631],[0.511153,0.295811],[0.641198,0.359589],[0.458238,0.60194],[0.454651,0.321322],[0.366759,0.495114],[0.54613,0.716739],[0.31205,0.329294],[0.677969,0.517436],[0.408911,0.667311],[0.784695,0.683256],[0.751512,0.378721],[0.025,0.195362],[0.867203,0.665717],[0.164965,0.361183],[0.142543,0.627451],[0.857344,0.428149],[0.056444,0.380315],[0.088731,0.555701],[0.046051,0.276462]]"
02d5d146c9f0caabff6851df,frames/02d5d146c9f0caabff6851df.png,"[[0.73178,0.955556],[0.567655,0.475981],[0.893219,0.680067],[0.782902,0.613101],[0.786489,0.468008],[0.503081,0.423365],[0.045682,0.750221],[0.811602,0.900097],[0.609808,0.322917],[0.428641,0.232035],[0.477969,0.292622],[0.696803,0.117237],[0.452857,0.480764],[0.903977,0.455254],[0.332677,0.058243],[0.025,0.475981]]"
03184d4b36abf046da01bfe2,frames/03184d4b36abf046da01bfe2.png,"[[0.228641,0.885747],[0.480659,0.294217],[0.744337,0.614696],[0.490525,0.394665],[0.284247,0.908068],[0.621467,0.416988],[0.453754,0.475981],[0.303978,0.802838],[0.464516,0.595562],[0.321019,0.637017],[0.169449,0.372343],[0.549718,0.365967],[0.517431,0.501492],[0.318328,0.627451],[0.594561,0.27349],[0.427745,0.329294]]"
03490689db9456b6ff5b1556,frames/03490689db9456b6ff5b1556.png,"[[0.667135,0.706453],[0.481998,0.368361],[0.492074,0.478073],[0.533636,0.207152],[0.751521,0.57659],[0.299379,0.641521],[0.295601,0.397469],[0.605422,0.843032],[0.431621,0.124308],[0.665875,0.587784]]"
034e9aabb09a9072e6cde6c1,frames/034e9aabb09a9072e6cde6c1.png,"[[0.447339,0.620027],[0.494748,0.839554],[0.695411,0.751351],[0.488132,0.282896],[0.541054,0.555344],[0.61424,0.426576],[0.692328,0.581068],[0.631875,0.110874],[0.717516,0.417619],[0.756557,0.43777]]"
036fb1ac10133f32df4bf129,frames/036fb1ac10133f32df4bf129.png,"[[0.582005,0.487142],[0.866312,0.710361],[0.661826,0.667311],[0.792767,0.456847],[0.536265,0.456847],[0.700391,0.893719],[0.580211,0.386693],[0.342543,0.421771],[0.511153,0.354806],[0.696803,0.129992],[0.458238,0.520625],[0.839406,0.412204],[0.260929,0.063026],[0.025,0.554107],[0.958687,0.528597]]"
037d3ad9edad7f74ef2fb31b,frames/037d3ad9edad7f74ef2fb31b.png,"[[0.47696,0.601219],[0.481998,0.372839],[0.492074,0.527331],[0.600385,0.258649],[0.663359,0.887813],[0.659578,0.146699],[0.693583,0.249694],[0.623057,0.388512],[0.751521,0.746755],[0.68351,0.813925]]"
0395858c5d9f0dff4c23d408,frames/0395858c5d9f0dff4c23d408.png,"[[0.693216,0.217685],[0.611602,0.091726],[0.180211,0.361183],[0.365862,0.377126],[0.900391,0.365967],[0.175727,0.852264],[0.486937,0.662528],[0.89232,0.710361],[0.26631,0.786893],[0.547027,0.332483],[0.64927,0.445687],[0.030435,0.638611],[0.329987,0.287839],[0.599045,0.42496],[0.141646,0.799649],[0.773934,0.501492],[0.60663,0.532039],[0.493609,0.540075],[0.558709,0.491854],[0.445689,0.599549],[0.311873,0.397018],[0.461059,0.118938],[0.077696,0.149479],[0.816086,0.117237],[0.427745,0.3564],[0.598148,0.263924],[0.412498,0.900097]]"
03ada22cbc492579275dd2e3,frames/03ada22cbc492579275dd2e3.png,"[[0.899492,0.204929],[0.866312,0.60194],[0.245682,0.584401],[0.660929,0.657744],[0.800839,0.61629],[0.975,0.542947],[0.334471,0.566862],[0.842094,0.114048],[0.706669,0.716739],[0.77752,0.678472],[0.089628,0.694417],[0.321019,0.495114],[0.152409,0.678472],[0.422364,0.428149],[0.595458,0.420176],[0.608911,0.750221],[0.450166,0.187392],[0.480659,0.469603],[0.518328,0.565268],[0.455634,0.503106],[0.481556,0.667311],[0.590973,0.632235],[0.730884,0.955556],[0.365862,0.624262],[0.653754,0.550918],[0.378417,0.525408],[0.73178,0.450471],[0.354202,0.3277],[0.518328,0.495114],[0.424158,0.539758],[0.383798,0.361183],[0.321916,0.380315],[0.305772,0.45366],[0.822367,0.72471],[0.858234,0.622668],[0.094113,0.576429],[0.84568,0.576429],[0.882453,0.512653],[0.924609,0.514247],[0.034023,0.528597],[0.962273,0.461631]]"
0408849e1bbbd23e52406d14,frames/0408849e1bbbd23e52406d14.png,"[[0.440301,0.605129],[0.295009,0.617885],[0.970344,0.479169],[0.755996,0.225657],[0.324606,0.091726],[0.476175,0.055054],[0.590973,0.091726],[0.031332,0.36756],[0.130884,0.955556],[0.086041,0.517436],[0.190973,0.506275],[0.181108,0.57324],[0.597252,0.780515],[0.063619,0.762976]]"
04133f73d4f2fc06e5b49e77,frames/04133f73d4f2fc06e5b49e77.png,"[[0.243888,0.806026],[0.44927,0.75341],[0.498597,0.314944],[0.39187,0.860236],[0.619673,0.399449],[0.464516,0.506275],[0.305772,0.818781],[0.416086,0.554107],[0.385592,0.745437],[0.181108,0.362778],[0.532677,0.461631],[0.632229,0.565268],[0.386489,0.750221],[0.643888,0.466414],[0.470795,0.420176],[0.498597,0.361183],[0.451063,0.354806],[0.57752,0.254357]]"
044e0e95dbda508722eb285e,frames/044e0e95dbda508722eb285e.png,"[[0.385021,0.104157],[0.398875,0.681823],[0.425323,0.80273],[0.459329,0.726604],[0.512225,0.357166],[0.635651,0.180284],[0.660839,0.822881],[0.670917,0.731081],[0.769151,0.513897],[0.781745,0.397469]]"
045aeb80cf4d8ef88e76e3dc,frames/045aeb80cf4d8ef88e76e3dc.png,"[[0.511286,0.870915],[0.64249,0.853274],[0.557594,0.898356],[0.590667,0.574945],[0.461672,0.563185],[0.473182,0.207152],[0.658323,0.466878],[0.81449,0.417619],[0.733885,0.426576],[0.765375,0.446727]]"
04664e307b2556b9ac5eadfb,frames/04664e307b2556b9ac5eadfb.png,"[[0.276175,0.629046],[0.541646,0.276679],[0.434023,0.198551],[0.728193,0.676878],[0.744966,0.424343],[0.852562,0.258782],[0.765862,0.45366],[0.775707,0.044998],[0.515309,0.13662],[0.769449,0.069404],[0.396355,0.147531],[0.458238,0.922418],[0.61325,0.450335],[0.299494,0.399449],[0.408014,0.303783],[0.255548,0.483953],[0.274382,0.727899],[0.303081,0.57324],[0.345234,0.405826],[0.474622,0.408269],[0.440264,0.443632],[0.571367,0.413092],[0.474622,0.787614],[0.571367,0.385765],[0.402289,0.464528],[0.393248,0.35844],[0.537009,0.454883],[0.536105,0.3279],[0.911328,0.802081],[0.376973,0.422736],[0.571367,0.684742],[0.444785,0.385765],[0.478239,0.487032],[0.043338,0.937101],[0.634659,0.912992],[0.559613,0.393803],[0.587642,0.35844],[0.53068,0.331114]]"
047618c00bce9d3fc7368c21,frames/047618c00bce9d3fc7368c21.png,"[[0.587792,0.637043],[0.481998,0.3706],[0.497112,0.480312],[0.573938,0.28104],[0.655802,0.722125],[0.337162,0.75795],[0.581495,0.742277],[0.543711,0.811686],[0.352276,0.867661],[0.655802,0.657194]]"
04b4ff13aac2951b154d1272,frames/04b4ff13aac2951b154d1272.png,"[[0.746484,0.641521],[0.480739,0.372839],[0.488296,0.478073],[0.759078,0.442248],[0.75026,0.578829],[0.343459,0.377318],[0.351016,0.276561],[0.605422,0.851988],[0.294341,0.307907],[0.662099,0.592263]]"
04fe468d1d339db950de34cb,frames/04fe468d1d339db950de34cb.png,"[[0.419673,0.58759],[0.348821,0.860236],[0.434023,0.909662],[0.640301,0.265518],[0.468104,0.568457],[0.298597,0.887342],[0.538955,0.874586],[0.179314,0.362778],[0.599942,0.71355],[0.805323,0.283056],[0.540749,0.868208],[0.522812,0.629046],[0.540749,0.506275],[0.538059,0.294217],[0.440301,0.464819],[0.529987,0.372343],[0.56048,0.21609],[0.641198,0.592374],[0.397252,0.520625],[0.436713,0.316539],[0.457341,0.397854]]"
0508be1bf8b9ce14758a550b,frames/0508be1bf8b9ce14758a550b.png,"[[0.327086,0.55196],[0.553786,0.867661],[0.397616,0.332537],[0.663359,0.307907],[0.718776,0.661672],[0.635651,0.124308],[0.674693,0.090723],[0.567641,0.180284],[0.652026,0.417619],[0.391318,0.500463]]"
0509f9651b5811e6af398a10,frames/0509f9651b5811e6af398a10.png,"[[0.095906,0.416988],[0.207117,0.198551],[0.664516,0.044444],[0.62057,0.868208],[0.598148,0.764571],[0.73178,0.488736],[0.104875,0.951118],[0.658238,0.125209],[0.299494,0.383504],[0.532677,0.044444],[0.745234,0.278274],[0.412498,0.662528],[0.60622,0.185797],[0.834922,0.225657],[0.159584,0.181013],[0.816086,0.605129],[0.68335,0.90169],[0.709359,0.128398],[0.895008,0.044444]]"
052a1400f725fde3b569d8ae,frames/052a1400f725fde3b569d8ae.png,"[[0.587386,0.472792],[0.855547,0.735871],[0.521916,0.794865],[0.8125,0.479169],[0.509359,0.520625],[0.541646,0.365967],[0.351512,0.517436],[0.477072,0.416988],[0.704875,0.125209],[0.453754,0.646583],[0.795458,0.359589],[0.227745,0.292622],[0.847477,0.562079],[0.053754,0.761382]]"
055a757bd7fcb4310001bebd,frames/055a757bd7fcb4310001bebd.png,"[[0.746484,0.639281],[0.481998,0.368361],[0.490815,0.473594],[0.75026,0.410903],[0.746484,0.57659],[0.347238,0.368361],[0.356054,0.287756],[0.606682,0.851988],[0.291822,0.316864],[0.663359,0.592263]]"
057b38d06d2d4658b1747d85,frames/057b38d06d2d4658b1747d85.png,"[[0.444031,0.623947],[0.550979,0.812113],[0.601693,0.876795],[0.453954,0.480862],[0.668948,0.38678],[0.468145,0.368361],[0.670917,0.583306],[0.697365,0.106396],[0.721292,0.410903],[0.756557,0.446727]]"
0588977baa40112839edb303,frames/0588977baa40112839edb303.png,"[[0.272588,0.667311],[0.390973,0.790082],[0.485144,0.877775],[0.642095,0.383504],[0.465413,0.590779],[0.303978,0.885747],[0.384695,0.405826],[0.477969,0.6705],[0.179314,0.361183],[0.541646,0.584401],[0.755996,0.412204],[0.474382,0.672094],[0.592767,0.495114],[0.486041,0.416988],[0.538059,0.316539],[0.453754,0.361183],[0.576623,0.299],[0.550615,0.181013],[0.64927,0.774138]]"
05bb0719e0452201bda345c3,frames/05bb0719e0452201bda345c3.png,"[[0.034023,0.721522],[0.250166,0.644989],[0.382005,0.788488],[0.613395,0.166664],[0.262723,0.955556],[0.648373,0.166664],[0.728193,0.676878],[0.609342,0.236278],[0.858891,0.247531],[0.773037,0.450471],[0.759432,0.085183],[0.660879,0.406663],[0.616086,0.372343],[0.61115,0.261996],[0.17214,0.128398],[0.341646,0.595562],[0.436713,0.475981],[0.668106,0.637385],[0.220265,0.594219],[0.577279,0.240903],[0.138955,0.772543],[0.486041,0.251168],[0.464516,0.900097],[0.556893,0.657744],[0.396355,0.490331],[0.552409,0.589185],[0.409808,0.649772],[0.455548,0.609912],[0.55779,0.316539],[0.485144,0.743843],[0.551512,0.370749],[0.545234,0.509464],[0.394561,0.299],[0.565862,0.431338],[0.506669,0.456847],[0.486041,0.365967],[0.465413,0.955556]]"
05c2110f1f7004deafe7a212,frames/05c2110f1f7004deafe7a212.png,"[[0.736406,0.628087],[0.47948,0.368361],[0.489555,0.471356],[0.725073,0.457921],[0.742703,0.587784],[0.391318,0.453444],[0.790562,0.4624],[0.59787,0.843032],[0.539933,0.907964],[0.662099,0.587784]]"
05d1625ac261b6dbc2e0a6ff,frames/05d1625ac261b6dbc2e0a6ff.png,"[[0.742703,0.639281],[0.47948,0.368361],[0.488296,0.478073],[0.769151,0.446727],[0.75026,0.57659],[0.347238,0.366122],[0.353535,0.287756],[0.605422,0.843032],[0.303157,0.269844],[0.665875,0.605696]]"
05d7ae074c87a09c9adeaf3f,frames/05d7ae074c87a09c9adeaf3f.png,"[[0.335903,0.549721],[0.469404,0.831837],[0.407691,0.301191],[0.686031,0.25641],[0.672177,0.64376],[0.662099,0.195957],[0.662099,0.048182],[0.570161,0.198196],[0.643208,0.448966],[0.339681,0.446727]]"
05dff96dfca424ecc9c43983,frames/05dff96dfca424ecc9c43983.png,"[[0.201736,0.480764],[0.173037,0.672094],[0.20622,0.57324],[0.629538,0.498303],[0.26631,0.79646],[0.547027,0.501492],[0.135368,0.955556],[0.587386,0.334078],[0.610705,0.432932],[0.501288,0.401043],[0.065413,0.110859],[0.304875,0.71355],[0.225055,0.908068],[0.422364,0.952712],[0.442991,0.316539]]"
05fa34b8d3d0b503baf37af5,frames/05fa34b8d3d0b503baf37af5.png,"[[0.364965,0.813997],[0.425055,0.350022],[0.730884,0.676878],[0.743157,0.424343],[0.765762,0.2411],[0.769449,0.464819],[0.783845,0.044444],[0.517117,0.05625],[0.900391,0.063026],[0.216086,0.066215],[0.712171,0.699735],[0.470795,0.727899],[0.345234,0.600346],[0.151512,0.820375],[0.214292,0.581212],[0.271691,0.399449],[0.579505,0.31504],[0.830859,0.731356],[0.286557,0.88245],[0.573176,0.305396],[0.558709,0.487032],[0.858234,0.955556],[0.395458,0.281461],[0.460032,0.343644],[0.517431,0.044444],[0.246579,0.955556],[0.398148,0.389882],[0.511153,0.791676],[0.36048,0.629046],[0.284247,0.578024],[0.522812,0.57324],[0.320011,0.596335],[0.397769,0.279678],[0.442977,0.535253],[0.59578,0.824585],[0.394152,0.66706],[0.497226,0.517572],[0.480047,0.229849],[0.555092,0.435594],[0.594875,0.353618],[0.547859,0.355225]]"
06279f73f78744c412f10d4b,frames/06279f73f78744c412f10d4b.png,"[[0.442956,0.321342],[0.481998,0.368361],[0.492074,0.518375],[0.59787,0.25641],[0.650766,0.883334],[0.675953,0.341493],[0.722552,0.413142],[0.634391,0.397469],[0.692328,0.583306],[0.654542,0.807208]]"
063c34e5579575d35740ab90,frames/063c34e5579575d35740ab90.png,"[[0.04927,0.562079],[0.076175,0.442499],[0.069,0.750221],[0.08066,0.833131],[0.176623,0.755004],[0.153305,0.855453],[0.057341,0.955556],[0.121019,0.955556],[0.126399,0.181013],[0.178417,0.044444],[0.276175,0.139558],[0.301288,0.265518],[0.187386,0.506275],[0.253754,0.65615],[0.247476,0.807621],[0.416983,0.533381],[0.52909,0.847481],[0.575727,0.447282],[0.610705,0.625857],[0.660032,0.531786],[0.709359,0.807621],[0.741646,0.57324],[0.595458,0.149125],[0.724606,0.36756],[0.763171,0.064621],[0.779314,0.361183],[0.798148,0.423365],[0.759584,0.214496],[0.855547,0.43931],[0.690525,0.128398],[0.030435,0.676878]]"
06763dad34016ba0a903f038,frames/06763dad34016ba0a903f038.png,"[[0.03068,0.421128],[0.080409,0.575439],[0.192524,0.485424],[0.085834,0.880843],[0.262145,0.260389],[0.282036,0.337544],[0.280228,0.491854],[0.206087,0.626875],[0.341711,0.466136],[0.308257,0.40184],[0.363171,0.340456],[0.301023,0.433988],[0.414948,0.483817],[0.323709,0.589185],[0.298597,0.667311],[0.516534,0.520625],[0.426848,0.691228],[0.567655,0.606724],[0.590077,0.431338],[0.626521,0.604371],[0.645508,0.453276],[0.618777,0.629046],[0.578417,0.750221],[0.70247,0.742607],[0.682453,0.528597],[0.679762,0.377126],[0.874383,0.593968],[0.946594,0.384158],[0.975,0.522219],[0.881555,0.405826]]"
0682330817d8b671dca53c64,frames/0682330817d8b671dca53c64.png,"[[0.077969,0.160286],[0.634023,0.044444],[0.385592,0.844292],[0.532677,0.735871],[0.792767,0.624262],[0.035817,0.503086],[0.824156,0.546135],[0.522812,0.329294],[0.885141,0.646583],[0.481556,0.868208],[0.91743,0.332483],[0.958687,0.295811],[0.908461,0.195362],[0.375727,0.247979],[0.201736,0.361183],[0.194561,0.955556],[0.776623,0.27349],[0.54613,0.163475],[0.21788,0.232035],[0.232229,0.048677],[0.368552,0.373938],[0.498597,0.044444]]"
06842e8f0780ebbde5a21e45,frames/06842e8f0780ebbde5a21e45.png,"[[0.736406,0.637043],[0.481998,0.377318],[0.488296,0.478073],[0.720031,0.453444],[0.740182,0.587784],[0.392578,0.466878],[0.781745,0.478073],[0.599125,0.843032],[0.527339,0.883334],[0.662099,0.590023]]"
0686513e6a89598ce167888d,frames/0686513e6a89598ce167888d.png,"[[0.536155,0.144459],[0.555047,0.502702],[0.475701,0.195957],[0.388799,0.218347],[0.36361,0.247455],[0.572677,0.265367],[0.56512,0.191479],[0.561344,0.410903],[0.526079,0.854227],[0.509706,0.247455]]"
